,Dates,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Box_Score,OT?,Attend.,Notes
54,"Sun, Mar 8, 2020",6:00p,Oklahoma City Thunder,,Boston Celtics,,,,,
55,"Sun, Mar 8, 2020",6:00p,Milwaukee Bucks,,Phoenix Suns,,,,,
56,"Sun, Mar 8, 2020",7:00p,Indiana Pacers,,Dallas Mavericks,,,,,
57,"Sun, Mar 8, 2020",7:00p,Orlando Magic,,Houston Rockets,,,,,
58,"Sun, Mar 8, 2020",7:00p,Miami Heat,,Washington Wizards,,,,,
59,"Sun, Mar 8, 2020",7:30p,San Antonio Spurs,,Cleveland Cavaliers,,,,,
60,"Sun, Mar 8, 2020",7:30p,Detroit Pistons,,New York Knicks,,,,,
61,"Sun, Mar 8, 2020",9:00p,Toronto Raptors,,Sacramento Kings,,,,,
62,"Mon, Mar 9, 2020",7:30p,Charlotte Hornets,,Atlanta Hawks,,,,,
63,"Mon, Mar 9, 2020",9:00p,Milwaukee Bucks,,Denver Nuggets,,,,,
64,"Mon, Mar 9, 2020",9:00p,Toronto Raptors,,Utah Jazz,,,,,
65,"Tue, Mar 10, 2020",7:00p,Boston Celtics,,Indiana Pacers,,,,,
66,"Tue, Mar 10, 2020",7:00p,New York Knicks,,Washington Wizards,,,,,
67,"Tue, Mar 10, 2020",8:00p,Cleveland Cavaliers,,Chicago Bulls,,,,,
68,"Tue, Mar 10, 2020",8:00p,Minnesota Timberwolves,,Houston Rockets,,,,,
69,"Tue, Mar 10, 2020",8:00p,Orlando Magic,,Memphis Grizzlies,,,,,
70,"Tue, Mar 10, 2020",8:00p,Dallas Mavericks,,San Antonio Spurs,,,,,
71,"Tue, Mar 10, 2020",10:00p,Phoenix Suns,,Portland Trail Blazers,,,,,
72,"Tue, Mar 10, 2020",10:30p,Los Angeles Clippers,,Golden State Warriors,,,,,
73,"Tue, Mar 10, 2020",10:30p,Brooklyn Nets,,Los Angeles Lakers,,,,,
74,"Wed, Mar 11, 2020",7:30p,New York Knicks,,Atlanta Hawks,,,,,
75,"Wed, Mar 11, 2020",7:30p,Charlotte Hornets,,Miami Heat,,,,,
76,"Wed, Mar 11, 2020",7:30p,Detroit Pistons,,Philadelphia 76ers,,,,,
77,"Wed, Mar 11, 2020",8:00p,Utah Jazz,,Oklahoma City Thunder,,,,,
78,"Wed, Mar 11, 2020",8:30p,Denver Nuggets,,Dallas Mavericks,,,,,
79,"Wed, Mar 11, 2020",10:00p,New Orleans Pelicans,,Sacramento Kings,,,,,
80,"Thu, Mar 12, 2020",7:00p,Chicago Bulls,,Orlando Magic,,,,,
81,"Thu, Mar 12, 2020",8:00p,Boston Celtics,,Milwaukee Bucks,,,,,
82,"Thu, Mar 12, 2020",10:00p,Memphis Grizzlies,,Portland Trail Blazers,,,,,
83,"Thu, Mar 12, 2020",10:30p,Brooklyn Nets,,Golden State Warriors,,,,,
84,"Thu, Mar 12, 2020",10:30p,Houston Rockets,,Los Angeles Lakers,,,,,
85,"Fri, Mar 13, 2020",7:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,
86,"Fri, Mar 13, 2020",7:30p,Washington Wizards,,Boston Celtics,,,,,
87,"Fri, Mar 13, 2020",8:00p,New York Knicks,,Miami Heat,,,,,
88,"Fri, Mar 13, 2020",8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,,,,
89,"Fri, Mar 13, 2020",8:30p,Denver Nuggets,,San Antonio Spurs,,,,,
90,"Fri, Mar 13, 2020",9:00p,New Orleans Pelicans,,Utah Jazz,,,,,
91,"Fri, Mar 13, 2020",10:30p,Brooklyn Nets,,Los Angeles Clippers,,,,,
92,"Sat, Mar 14, 2020",2:00p,Phoenix Suns,,Dallas Mavericks,,,,,
93,"Sat, Mar 14, 2020",7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,
94,"Sat, Mar 14, 2020",7:30p,Indiana Pacers,,Philadelphia 76ers,,,,,
95,"Sat, Mar 14, 2020",7:30p,Detroit Pistons,,Toronto Raptors,,,,,
96,"Sat, Mar 14, 2020",8:00p,Chicago Bulls,,Miami Heat,,,,,
97,"Sat, Mar 14, 2020",8:30p,Golden State Warriors,,Milwaukee Bucks,,,,,
98,"Sat, Mar 14, 2020",8:30p,Minnesota Timberwolves,,San Antonio Spurs,,,,,
99,"Sat, Mar 14, 2020",9:00p,Memphis Grizzlies,,Utah Jazz,,,,,
100,"Sat, Mar 14, 2020",10:30p,New Orleans Pelicans,,Los Angeles Clippers,,,,,
101,"Sun, Mar 15, 2020",3:30p,Houston Rockets,,Portland Trail Blazers,,,,,
102,"Sun, Mar 15, 2020",6:00p,Charlotte Hornets,,Orlando Magic,,,,,
103,"Sun, Mar 15, 2020",6:00p,Oklahoma City Thunder,,Washington Wizards,,,,,
104,"Sun, Mar 15, 2020",8:00p,Boston Celtics,,Chicago Bulls,,,,,
105,"Sun, Mar 15, 2020",9:00p,Denver Nuggets,,Los Angeles Lakers,,,,,
106,"Sun, Mar 15, 2020",9:00p,Brooklyn Nets,,Sacramento Kings,,,,,
107,"Mon, Mar 16, 2020",7:00p,Washington Wizards,,Philadelphia 76ers,,,,,
108,"Mon, Mar 16, 2020",8:00p,Miami Heat,,Milwaukee Bucks,,,,,
109,"Mon, Mar 16, 2020",8:00p,Atlanta Hawks,,New Orleans Pelicans,,,,,
110,"Mon, Mar 16, 2020",8:00p,Golden State Warriors,,Toronto Raptors,,,,,
111,"Mon, Mar 16, 2020",8:30p,Memphis Grizzlies,,San Antonio Spurs,,,,,
112,"Mon, Mar 16, 2020",9:00p,Los Angeles Lakers,,Utah Jazz,,,,,
113,"Mon, Mar 16, 2020",10:30p,Dallas Mavericks,,Los Angeles Clippers,,,,,
114,"Tue, Mar 17, 2020",7:00p,Orlando Magic,,Detroit Pistons,,,,,
115,"Tue, Mar 17, 2020",7:30p,Charlotte Hornets,,New York Knicks,,,,,
116,"Tue, Mar 17, 2020",8:00p,Cleveland Cavaliers,,Houston Rockets,,,,,
117,"Tue, Mar 17, 2020",8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,,
118,"Tue, Mar 17, 2020",10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,
119,"Tue, Mar 17, 2020",10:00p,Dallas Mavericks,,Sacramento Kings,,,,,
120,"Wed, Mar 18, 2020",7:00p,Toronto Raptors,,Philadelphia 76ers,,,,,
121,"Wed, Mar 18, 2020",7:30p,Oklahoma City Thunder,,Atlanta Hawks,,,,,
122,"Wed, Mar 18, 2020",7:30p,New York Knicks,,Boston Celtics,,,,,
123,"Wed, Mar 18, 2020",7:30p,Washington Wizards,,Brooklyn Nets,,,,,
124,"Wed, Mar 18, 2020",7:30p,Golden State Warriors,,Indiana Pacers,,,,,
125,"Wed, Mar 18, 2020",8:00p,Miami Heat,,Chicago Bulls,,,,,
126,"Wed, Mar 18, 2020",8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,
127,"Wed, Mar 18, 2020",9:00p,Los Angeles Clippers,,Denver Nuggets,,,,,
128,"Wed, Mar 18, 2020",10:00p,Utah Jazz,,Los Angeles Lakers,,,,,
129,"Wed, Mar 18, 2020",10:00p,Minnesota Timberwolves,,Phoenix Suns,,,,,
130,"Thu, Mar 19, 2020",7:00p,Philadelphia 76ers,,Charlotte Hornets,,,,,
131,"Thu, Mar 19, 2020",7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,
132,"Thu, Mar 19, 2020",8:00p,Sacramento Kings,,Houston Rockets,,,,,
133,"Thu, Mar 19, 2020",8:00p,Memphis Grizzlies,,Milwaukee Bucks,,,,,
134,"Thu, Mar 19, 2020",10:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,
135,"Fri, Mar 20, 2020",7:00p,Golden State Warriors,,Detroit Pistons,,,,,
136,"Fri, Mar 20, 2020",7:00p,Miami Heat,,Indiana Pacers,,,,,
137,"Fri, Mar 20, 2020",7:30p,Washington Wizards,,Atlanta Hawks,,,,,
138,"Fri, Mar 20, 2020",7:30p,Boston Celtics,,Toronto Raptors,,,,,
139,"Fri, Mar 20, 2020",8:00p,Denver Nuggets,,Oklahoma City Thunder,,,,,
140,"Fri, Mar 20, 2020",8:30p,Chicago Bulls,,San Antonio Spurs,,,,,
141,"Fri, Mar 20, 2020",9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,
142,"Fri, Mar 20, 2020",10:30p,Phoenix Suns,,Los Angeles Clippers,,,,,
143,"Sat, Mar 21, 2020",6:00p,Boston Celtics,,Brooklyn Nets,,,,,
144,"Sat, Mar 21, 2020",7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,
145,"Sat, Mar 21, 2020",7:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,
146,"Sat, Mar 21, 2020",7:00p,Sacramento Kings,,Orlando Magic,,,,,
147,"Sat, Mar 21, 2020",7:00p,Atlanta Hawks,,Philadelphia 76ers,,,,,
148,"Sat, Mar 21, 2020",7:30p,Golden State Warriors,,New York Knicks,,,,,
149,"Sat, Mar 21, 2020",8:00p,Chicago Bulls,,Houston Rockets,,,,,
150,"Sat, Mar 21, 2020",8:00p,New Orleans Pelicans,,Memphis Grizzlies,,,,,
151,"Sat, Mar 21, 2020",8:00p,Milwaukee Bucks,,Washington Wizards,,,,,
152,"Sat, Mar 21, 2020",10:00p,Dallas Mavericks,,Phoenix Suns,,,,,
153,"Sun, Mar 22, 2020",6:00p,Los Angeles Lakers,,Detroit Pistons,,,,,
154,"Sun, Mar 22, 2020",6:00p,Denver Nuggets,,Toronto Raptors,,,,,
155,"Sun, Mar 22, 2020",7:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,
156,"Sun, Mar 22, 2020",7:00p,Sacramento Kings,,New Orleans Pelicans,,,,,
157,"Sun, Mar 22, 2020",7:00p,Utah Jazz,,San Antonio Spurs,,,,,
158,"Mon, Mar 23, 2020",7:00p,Phoenix Suns,,Indiana Pacers,,,,,
159,"Mon, Mar 23, 2020",7:00p,Los Angeles Clippers,,New York Knicks,,,,,
160,"Mon, Mar 23, 2020",7:00p,Boston Celtics,,Washington Wizards,,,,,
161,"Mon, Mar 23, 2020",7:30p,Orlando Magic,,Brooklyn Nets,,,,,
162,"Mon, Mar 23, 2020",7:30p,Oklahoma City Thunder,,Miami Heat,,,,,
163,"Mon, Mar 23, 2020",8:00p,Denver Nuggets,,Chicago Bulls,,,,,
164,"Mon, Mar 23, 2020",8:00p,Detroit Pistons,,Milwaukee Bucks,,,,,
165,"Mon, Mar 23, 2020",8:30p,Houston Rockets,,Dallas Mavericks,,,,,
166,"Tue, Mar 24, 2020",7:00p,Portland Trail Blazers,,Charlotte Hornets,,,,,
167,"Tue, Mar 24, 2020",7:00p,Sacramento Kings,,Cleveland Cavaliers,,,,,
168,"Tue, Mar 24, 2020",7:30p,Los Angeles Lakers,,Toronto Raptors,,,,,
169,"Tue, Mar 24, 2020",8:00p,Philadelphia 76ers,,Minnesota Timberwolves,,,,,
170,"Tue, Mar 24, 2020",8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,,,
171,"Tue, Mar 24, 2020",10:00p,San Antonio Spurs,,Utah Jazz,,,,,
172,"Wed, Mar 25, 2020",7:00p,Los Angeles Clippers,,Brooklyn Nets,,,,,
173,"Wed, Mar 25, 2020",7:00p,Portland Trail Blazers,,Detroit Pistons,,,,,
174,"Wed, Mar 25, 2020",7:00p,Indiana Pacers,,Orlando Magic,,,,,
175,"Wed, Mar 25, 2020",7:00p,Phoenix Suns,,Washington Wizards,,,,,
176,"Wed, Mar 25, 2020",7:30p,Denver Nuggets,,Miami Heat,,,,,
177,"Wed, Mar 25, 2020",7:30p,Toronto Raptors,,New York Knicks,,,,,
178,"Wed, Mar 25, 2020",8:00p,Boston Celtics,,Memphis Grizzlies,,,,,
179,"Wed, Mar 25, 2020",9:30p,Houston Rockets,,Milwaukee Bucks,,,,,
180,"Wed, Mar 25, 2020",10:30p,Atlanta Hawks,,Golden State Warriors,,,,,
181,"Thu, Mar 26, 2020",7:00p,Los Angeles Lakers,,Cleveland Cavaliers,,,,,
182,"Thu, Mar 26, 2020",8:00p,Philadelphia 76ers,,Chicago Bulls,,,,,
183,"Thu, Mar 26, 2020",8:00p,San Antonio Spurs,,Minnesota Timberwolves,,,,,
184,"Thu, Mar 26, 2020",8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,,,
185,"Thu, Mar 26, 2020",8:30p,Utah Jazz,,Dallas Mavericks,,,,,
186,"Thu, Mar 26, 2020",10:00p,Atlanta Hawks,,Sacramento Kings,,,,,
187,"Fri, Mar 27, 2020",7:00p,Los Angeles Clippers,,Detroit Pistons,,,,,
188,"Fri, Mar 27, 2020",7:00p,Houston Rockets,,Indiana Pacers,,,,,
189,"Fri, Mar 27, 2020",7:00p,Brooklyn Nets,,Orlando Magic,,,,,
190,"Fri, Mar 27, 2020",7:00p,Phoenix Suns,,Philadelphia 76ers,,,,,
191,"Fri, Mar 27, 2020",7:30p,Portland Trail Blazers,,Boston Celtics,,,,,
192,"Fri, Mar 27, 2020",8:00p,New York Knicks,,New Orleans Pelicans,,,,,
193,"Fri, Mar 27, 2020",8:30p,Washington Wizards,,Milwaukee Bucks,,,,,
194,"Fri, Mar 27, 2020",9:00p,San Antonio Spurs,,Denver Nuggets,,,,,
195,"Sat, Mar 28, 2020",6:00p,Cleveland Cavaliers,,Brooklyn Nets,,,,,
196,"Sat, Mar 28, 2020",7:00p,Los Angeles Clippers,,Charlotte Hornets,,,,,
197,"Sat, Mar 28, 2020",8:00p,New York Knicks,,Chicago Bulls,,,,,
198,"Sat, Mar 28, 2020",8:00p,Toronto Raptors,,Memphis Grizzlies,,,,,
199,"Sat, Mar 28, 2020",8:00p,Phoenix Suns,,Miami Heat,,,,,
200,"Sat, Mar 28, 2020",8:00p,Los Angeles Lakers,,Washington Wizards,,,,,
201,"Sat, Mar 28, 2020",8:30p,Oklahoma City Thunder,,Golden State Warriors,,,,,
202,"Sat, Mar 28, 2020",9:00p,Atlanta Hawks,,Utah Jazz,,,,,
203,"Sun, Mar 29, 2020",3:00p,Milwaukee Bucks,,Dallas Mavericks,,,,,
204,"Sun, Mar 29, 2020",5:00p,Houston Rockets,,Detroit Pistons,,,,,
205,"Sun, Mar 29, 2020",6:00p,Minnesota Timberwolves,,Boston Celtics,,,,,
206,"Sun, Mar 29, 2020",6:00p,New Orleans Pelicans,,Orlando Magic,,,,,
207,"Sun, Mar 29, 2020",7:30p,Portland Trail Blazers,,Philadelphia 76ers,,,,,
208,"Sun, Mar 29, 2020",8:30p,San Antonio Spurs,,Golden State Warriors,,,,,
209,"Sun, Mar 29, 2020",9:00p,Indiana Pacers,,Sacramento Kings,,,,,
210,"Mon, Mar 30, 2020",7:00p,Miami Heat,,Charlotte Hornets,,,,,
211,"Mon, Mar 30, 2020",7:00p,Phoenix Suns,,Cleveland Cavaliers,,,,,
212,"Mon, Mar 30, 2020",7:30p,Portland Trail Blazers,,Brooklyn Nets,,,,,
213,"Mon, Mar 30, 2020",7:30p,Memphis Grizzlies,,Toronto Raptors,,,,,
214,"Mon, Mar 30, 2020",8:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,,,
215,"Mon, Mar 30, 2020",9:00p,Oklahoma City Thunder,,Denver Nuggets,,,,,
216,"Mon, Mar 30, 2020",9:00p,Chicago Bulls,,Utah Jazz,,,,,
217,"Mon, Mar 30, 2020",10:30p,Indiana Pacers,,Los Angeles Clippers,,,,,
218,"Tue, Mar 31, 2020",7:30p,New Orleans Pelicans,,Atlanta Hawks,,,,,
219,"Tue, Mar 31, 2020",7:30p,Houston Rockets,,Philadelphia 76ers,,,,,
220,"Tue, Mar 31, 2020",10:00p,Denver Nuggets,,Golden State Warriors,,,,,
221,"Tue, Mar 31, 2020",10:00p,San Antonio Spurs,,Sacramento Kings,,,,,
0,"Wed, Apr 1, 2020",7:00p,Charlotte Hornets,,Orlando Magic,,,,,
1,"Wed, Apr 1, 2020",7:00p,New Orleans Pelicans,,Washington Wizards,,,,,
2,"Wed, Apr 1, 2020",7:30p,Miami Heat,,Boston Celtics,,,,,
3,"Wed, Apr 1, 2020",7:30p,Detroit Pistons,,Brooklyn Nets,,,,,
4,"Wed, Apr 1, 2020",8:00p,New York Knicks,,Memphis Grizzlies,,,,,
5,"Wed, Apr 1, 2020",8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,,,
6,"Wed, Apr 1, 2020",8:00p,Phoenix Suns,,Oklahoma City Thunder,,,,,
7,"Wed, Apr 1, 2020",9:00p,Toronto Raptors,,Milwaukee Bucks,,,,,
8,"Wed, Apr 1, 2020",9:00p,Cleveland Cavaliers,,Utah Jazz,,,,,
9,"Wed, Apr 1, 2020",10:30p,Indiana Pacers,,Los Angeles Lakers,,,,,
10,"Thu, Apr 2, 2020",8:00p,Golden State Warriors,,Houston Rockets,,,,,
11,"Thu, Apr 2, 2020",10:00p,Los Angeles Clippers,,Sacramento Kings,,,,,
12,"Thu, Apr 2, 2020",10:30p,Utah Jazz,,Portland Trail Blazers,,,,,
13,"Fri, Apr 3, 2020",7:00p,Miami Heat,,Detroit Pistons,,,,,
14,"Fri, Apr 3, 2020",7:00p,Brooklyn Nets,,Indiana Pacers,,,,,
15,"Fri, Apr 3, 2020",7:00p,Philadelphia 76ers,,Washington Wizards,,,,,
16,"Fri, Apr 3, 2020",7:30p,Charlotte Hornets,,Atlanta Hawks,,,,,
17,"Fri, Apr 3, 2020",7:30p,Orlando Magic,,Boston Celtics,,,,,
18,"Fri, Apr 3, 2020",7:30p,Minnesota Timberwolves,,New York Knicks,,,,,
19,"Fri, Apr 3, 2020",7:30p,Milwaukee Bucks,,Toronto Raptors,,,,,
20,"Fri, Apr 3, 2020",8:00p,Dallas Mavericks,,Memphis Grizzlies,,,,,
21,"Fri, Apr 3, 2020",8:30p,Golden State Warriors,,San Antonio Spurs,,,,,
22,"Fri, Apr 3, 2020",9:00p,Chicago Bulls,,Denver Nuggets,,,,,
23,"Fri, Apr 3, 2020",10:00p,Cleveland Cavaliers,,Phoenix Suns,,,,,
24,"Sat, Apr 4, 2020",3:30p,Oklahoma City Thunder,,Los Angeles Clippers,,,,,
25,"Sat, Apr 4, 2020",10:00p,Los Angeles Lakers,,Sacramento Kings,,,,,
26,"Sun, Apr 5, 2020",1:00p,Atlanta Hawks,,Charlotte Hornets,,,,,
27,"Sun, Apr 5, 2020",1:00p,Orlando Magic,,Philadelphia 76ers,,,,,
28,"Sun, Apr 5, 2020",3:30p,Milwaukee Bucks,,Boston Celtics,,,,,
29,"Sun, Apr 5, 2020",5:00p,Washington Wizards,,Indiana Pacers,,,,,
30,"Sun, Apr 5, 2020",5:00p,Miami Heat,,New York Knicks,,,,,
31,"Sun, Apr 5, 2020",6:00p,Dallas Mavericks,,Brooklyn Nets,,,,,
32,"Sun, Apr 5, 2020",6:00p,Utah Jazz,,Denver Nuggets,,,,,
33,"Sun, Apr 5, 2020",6:00p,Chicago Bulls,,Phoenix Suns,,,,,
34,"Sun, Apr 5, 2020",7:00p,Toronto Raptors,,Houston Rockets,,,,,
35,"Sun, Apr 5, 2020",7:00p,Detroit Pistons,,Minnesota Timberwolves,,,,,
36,"Sun, Apr 5, 2020",7:00p,New Orleans Pelicans,,San Antonio Spurs,,,,,
37,"Sun, Apr 5, 2020",9:00p,Memphis Grizzlies,,Portland Trail Blazers,,,,,
38,"Sun, Apr 5, 2020",9:00p,Cleveland Cavaliers,,Sacramento Kings,,,,,
39,"Sun, Apr 5, 2020",9:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,
40,"Tue, Apr 7, 2020",7:00p,Toronto Raptors,,Washington Wizards,,,,,
41,"Tue, Apr 7, 2020",7:30p,Detroit Pistons,,Atlanta Hawks,,,,,
42,"Tue, Apr 7, 2020",7:30p,Indiana Pacers,,Miami Heat,,,,,
43,"Tue, Apr 7, 2020",7:30p,Milwaukee Bucks,,Philadelphia 76ers,,,,,
44,"Tue, Apr 7, 2020",8:00p,Phoenix Suns,,Minnesota Timberwolves,,,,,
45,"Tue, Apr 7, 2020",8:00p,Charlotte Hornets,,New Orleans Pelicans,,,,,
46,"Tue, Apr 7, 2020",8:00p,Brooklyn Nets,,Oklahoma City Thunder,,,,,
47,"Tue, Apr 7, 2020",8:30p,Houston Rockets,,Dallas Mavericks,,,,,
48,"Tue, Apr 7, 2020",8:30p,Sacramento Kings,,San Antonio Spurs,,,,,
49,"Tue, Apr 7, 2020",9:00p,Memphis Grizzlies,,Denver Nuggets,,,,,
50,"Tue, Apr 7, 2020",10:00p,Cleveland Cavaliers,,Portland Trail Blazers,,,,,
51,"Tue, Apr 7, 2020",10:00p,Los Angeles Clippers,,Utah Jazz,,,,,
52,"Tue, Apr 7, 2020",10:30p,Chicago Bulls,,Los Angeles Lakers,,,,,
53,"Wed, Apr 8, 2020",7:00p,Indiana Pacers,,Boston Celtics,,,,,
54,"Wed, Apr 8, 2020",7:00p,Toronto Raptors,,Charlotte Hornets,,,,,
55,"Wed, Apr 8, 2020",7:30p,Orlando Magic,,New York Knicks,,,,,
56,"Wed, Apr 8, 2020",9:30p,San Antonio Spurs,,Houston Rockets,,,,,
57,"Wed, Apr 8, 2020",10:30p,Cleveland Cavaliers,,Golden State Warriors,,,,,
58,"Wed, Apr 8, 2020",10:30p,Chicago Bulls,,Los Angeles Clippers,,,,,
59,"Thu, Apr 9, 2020",7:30p,Detroit Pistons,,Miami Heat,,,,,
60,"Thu, Apr 9, 2020",8:00p,Brooklyn Nets,,Milwaukee Bucks,,,,,
61,"Thu, Apr 9, 2020",8:00p,Sacramento Kings,,Minnesota Timberwolves,,,,,
62,"Thu, Apr 9, 2020",8:00p,Phoenix Suns,,New Orleans Pelicans,,,,,
63,"Thu, Apr 9, 2020",10:00p,Denver Nuggets,,Portland Trail Blazers,,,,,
64,"Thu, Apr 9, 2020",10:30p,Golden State Warriors,,Los Angeles Lakers,,,,,
65,"Fri, Apr 10, 2020",7:00p,Boston Celtics,,Orlando Magic,,,,,
66,"Fri, Apr 10, 2020",7:30p,Atlanta Hawks,,Toronto Raptors,,,,,
67,"Fri, Apr 10, 2020",8:00p,Washington Wizards,,Houston Rockets,,,,,
68,"Fri, Apr 10, 2020",8:00p,New York Knicks,,Oklahoma City Thunder,,,,,
69,"Fri, Apr 10, 2020",8:30p,Philadelphia 76ers,,San Antonio Spurs,,,,,
70,"Sat, Apr 11, 2020",3:00p,Detroit Pistons,,Dallas Mavericks,,,,,
71,"Sat, Apr 11, 2020",7:00p,Washington Wizards,,Charlotte Hornets,,,,,
72,"Sat, Apr 11, 2020",7:00p,Orlando Magic,,Indiana Pacers,,,,,
73,"Sat, Apr 11, 2020",7:00p,Philadelphia 76ers,,New Orleans Pelicans,,,,,
74,"Sat, Apr 11, 2020",7:30p,Milwaukee Bucks,,Cleveland Cavaliers,,,,,
75,"Sat, Apr 11, 2020",8:00p,Brooklyn Nets,,Chicago Bulls,,,,,
76,"Sat, Apr 11, 2020",8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,,
77,"Sat, Apr 11, 2020",8:00p,Boston Celtics,,Miami Heat,,,,,
78,"Sat, Apr 11, 2020",8:30p,Golden State Warriors,,Los Angeles Clippers,,,,,
79,"Sat, Apr 11, 2020",9:00p,Sacramento Kings,,Denver Nuggets,,,,,
80,"Sat, Apr 11, 2020",10:00p,Utah Jazz,,Phoenix Suns,,,,,
81,"Sun, Apr 12, 2020",3:30p,Houston Rockets,,San Antonio Spurs,,,,,
82,"Sun, Apr 12, 2020",6:00p,New York Knicks,,Toronto Raptors,,,,,
83,"Sun, Apr 12, 2020",7:00p,Atlanta Hawks,,Milwaukee Bucks,,,,,
84,"Sun, Apr 12, 2020",9:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,
85,"Mon, Apr 13, 2020",7:00p,Miami Heat,,Charlotte Hornets,,,,,
86,"Mon, Apr 13, 2020",7:00p,Brooklyn Nets,,Cleveland Cavaliers,,,,,
87,"Mon, Apr 13, 2020",7:00p,Boston Celtics,,Detroit Pistons,,,,,
88,"Mon, Apr 13, 2020",7:00p,San Antonio Spurs,,Indiana Pacers,,,,,
89,"Mon, Apr 13, 2020",8:00p,Orlando Magic,,Chicago Bulls,,,,,
90,"Mon, Apr 13, 2020",8:00p,Phoenix Suns,,Houston Rockets,,,,,
91,"Mon, Apr 13, 2020",8:00p,Philadelphia 76ers,,Memphis Grizzlies,,,,,
92,"Mon, Apr 13, 2020",8:00p,Washington Wizards,,New Orleans Pelicans,,,,,
93,"Mon, Apr 13, 2020",8:00p,Utah Jazz,,Oklahoma City Thunder,,,,,
94,"Mon, Apr 13, 2020",9:00p,Dallas Mavericks,,Denver Nuggets,,,,,
95,"Mon, Apr 13, 2020",10:30p,Portland Trail Blazers,,Golden State Warriors,,,,,
96,"Mon, Apr 13, 2020",10:30p,Minnesota Timberwolves,,Los Angeles Clippers,,,,,
97,"Tue, Apr 14, 2020",7:30p,Toronto Raptors,,Miami Heat,,,,,
98,"Tue, Apr 14, 2020",7:30p,Detroit Pistons,,New York Knicks,,,,,
99,"Tue, Apr 14, 2020",10:00p,Denver Nuggets,,Utah Jazz,,,,,
100,"Tue, Apr 14, 2020",10:30p,Sacramento Kings,,Los Angeles Lakers,,,,,
101,"Wed, Apr 15, 2020",7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,
102,"Wed, Apr 15, 2020",7:30p,Chicago Bulls,,Boston Celtics,,,,,
103,"Wed, Apr 15, 2020",7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,
104,"Wed, Apr 15, 2020",7:30p,Oklahoma City Thunder,,Dallas Mavericks,,,,,
105,"Wed, Apr 15, 2020",7:30p,Memphis Grizzlies,,Houston Rockets,,,,,
106,"Wed, Apr 15, 2020",7:30p,New York Knicks,,Minnesota Timberwolves,,,,,
107,"Wed, Apr 15, 2020",7:30p,Toronto Raptors,,Orlando Magic,,,,,
108,"Wed, Apr 15, 2020",7:30p,Charlotte Hornets,,Philadelphia 76ers,,,,,
109,"Wed, Apr 15, 2020",7:30p,New Orleans Pelicans,,San Antonio Spurs,,,,,
110,"Wed, Apr 15, 2020",7:30p,Indiana Pacers,,Washington Wizards,,,,,
111,"Wed, Apr 15, 2020",10:00p,Los Angeles Lakers,,Phoenix Suns,,,,,
112,"Wed, Apr 15, 2020",10:00p,Los Angeles Clippers,,Portland Trail Blazers,,,,,
113,"Wed, Apr 15, 2020",10:00p,Golden State Warriors,,Sacramento Kings,,,,,
